vulc,perc_nat_rubber,wiring_strength,weather,perc_imp,temperature,tread_type,tyre_season,elevation,month,tread_depth,tyre_quality,perc_exp_comp,diameter,add_layers,failure
17.522,28,0,0.39,0.01,-0.24,1,1,332.5,3,0,0,5.87,NA,1,1
19.524,24,1,0.38,0.04,6.88,2,1,449,1,2,0,6.39,NA,1,1
17.698,21,1,0.16,0.01,-7,0,1,254,8,0,1,5.54,NA,1,0
19.676,35,0,0.21,0,0.68,0,0,279,6,3,0,5.5,NA,0,0
18.372,29,1,0.93,0.04,-1.04,3,0,508,8,1,0,5.83,47.3,1,1
18.976,25,0,0.06,0,-3.04,3,0,728,0,2,0,5.76,NA,2,1
17.094,36,0,0.21,0,2,2,0,212.5,4,3,0,5.48,NA,1,0
15.568,35,0,0.62,0.05,-1,4,0,431,8,0,0,5.41,NA,1,0
22.148,31,2,0.38,0.04,-4.88,3,0,624.5,10,0,1,6.43,71.8,1,0
21.072,28,1,0.21,0,0.72,1,0,415,4,3,0,5.76,NA,1,0
20.238,35,1,0.39,0.01,-0.12,1,0,452,2,1,0,6.02,NA,1,0
17.634,25,1,0.16,0.01,-8.6,0,1,270,8,0,1,5.25,98.2,1,0
20.094,34,0,0.3,0.01,-3.64,4,0,460,9,3,0,5.34,NA,1,0
20.082,32,1,0.21,0,-7.52,4,1,579,1,0,0,5.62,NA,1,0
17.02,34,0,0.21,0,-5.2,4,1,353,4,0,0,6.18,49.8,2,0
17.836,22,1,0.16,0.01,-7.2,0,1,264,8,0,1,5.55,NA,1,0
15.482,39,0,0.19,0.02,-0.56,0,0,394,4,0,0,6.15,NA,1,0
15.324,33,1,0.19,0.02,0.04,4,1,697.5,8,0,0,6.12,NA,0,0
17.18,37,1,0.22,0,-3.4,2,1,136,1,1,0,6.03,NA,1,1
17.672,27,1,0.16,0.01,-4.76,3,1,228,4,0,1,5.16,64.9,1,0
18.284,33,1,0.37,0.02,4.08,1,1,339.5,11,3,0,5.99,NA,1,1
18.756,38,1,0.29,0.01,-5.76,0,1,615,11,1,0,5.47,NA,1,0
17.702,25,1,0.16,0.01,-8,0,1,361.5,8,0,1,5.41,NA,1,0
18.07,36,0,0.37,0.02,-1.28,0,1,584,10,3,0,5.86,NA,1,0
17.856,23,1,0.16,0.01,-8.64,0,1,270.5,8,0,1,5.56,NA,1,0
17.924,31,1,0.19,0.02,-2.76,4,1,319,7,1,1,5.44,NA,0,0
18.68,35,0,0.19,0.02,-4.84,1,0,384.5,9,0,1,5.78,86.1,1,0
17.814,25,1,0.16,0.01,-6.84,0,1,260,8,0,1,4.95,NA,1,0
17.87,28,1,0.16,0.01,-10.84,3,0,330.5,11,1,0,5.49,NA,1,0
18.718,25,1,0.05,0,2.04,0,1,383.5,0,0,0,6.08,NA,1,0
17.048,42,0,0.62,0.05,-2.08,1,0,256,4,0,0,5.58,NA,1,1
18.612,39,0,0.29,0.01,-0.84,2,1,671.5,1,1,0,5.78,58.1,1,1
16.738,32,1,0.22,0,-1.72,3,1,249.5,1,2,0,6.2,NA,1,0
16.98,36,1,0.21,0,-0.6,0,0,276,8,0,0,5.4,NA,1,0
18.212,39,0,0.14,0,0.48,0,0,331.5,1,1,0,5.84,NA,0,0
17.954,24,1,0.16,0.01,-6.36,0,1,337.5,8,0,1,5.53,NA,1,0
16.532,39,0,0.37,0.02,-0.56,3,1,345.5,4,0,0,5.78,79,1,0
16.894,26,1,0.16,0.01,-11.16,1,0,253,1,2,1,5.69,NA,1,1
16.724,40,0,0.37,0.02,-0.28,4,1,554.5,9,0,0,5.92,NA,1,0
17.72,35,0,0.93,0.04,0.08,2,0,535.5,6,0,0,5.71,NA,1,1
18.488,31,1,0.93,0.04,17.92,0,0,557.5,7,0,0,6.74,NA,0,0
17.158,23,1,0.3,0.01,11.04,4,0,399.5,9,3,0,6.71,87.4,1,1
17.902,31,1,0.62,0.05,-7.6,4,1,499.5,5,2,0,5.94,NA,2,1
17.84,32,0,0.62,0.05,0.6,3,1,283,8,3,0,6.01,95.9,0,1
17.186,34,0,0.39,0.01,3.76,0,0,249,2,1,0,5.82,89.2,1,0
20.256,39,0,0.3,0.01,-3.04,0,0,424,8,2,0,6.06,NA,2,0
19.638,38,0,0.11,0,-2.64,2,1,198,3,3,0,6.16,NA,1,0
17.844,24,1,0.16,0.01,-6.68,0,1,350.5,8,0,1,5.44,53.1,1,0
18.836,33,1,0.16,0.01,-9.32,1,0,431,11,2,1,5.71,NA,0,1
20.432,33,0,0.19,0.02,-2.04,1,1,616.5,5,3,1,5.49,NA,1,0
18.634,30,1,0.37,0.02,5.84,3,0,267.5,0,1,0,5.81,NA,1,1
20.154,39,0,0.39,0.01,-2.8,0,1,293,6,2,0,5.9,NA,1,0
17.008,32,0,0.04,0.01,-2.64,2,0,307.5,1,0,0,5.97,NA,1,0
17.728,25,1,0.16,0.01,-8,0,1,235,8,0,1,5.45,NA,1,0
17.756,39,0,0.21,0,-2.08,2,0,401.5,10,2,0,5.15,NA,1,0
19.506,37,0,0.06,0,-0.2,0,0,489.5,1,0,0,6.2,NA,1,0
17.414,26,1,0.16,0.01,-7.04,0,1,245.5,8,0,1,5.54,NA,1,0
17.436,20,1,0.16,0.01,-7.4,0,1,331,8,0,1,5.58,NA,1,0
17.476,32,0,0.22,0,0.32,3,1,232.5,4,0,0,6.32,NA,1,0
17.598,23,1,0.37,0.02,-0.32,4,0,358.5,2,0,0,5.75,54.2,1,1
17.784,26,1,0.16,0.01,-8.44,0,1,442.5,8,0,1,5.7,NA,1,0
19.806,31,1,0.37,0.02,0.04,0,1,487,10,0,0,5.29,NA,1,0
17.848,26,1,0.16,0.01,-8.64,0,1,299.5,8,0,1,5.42,58.8,1,0
20.212,37,0,0.03,0,-5.56,2,0,447,2,3,0,6.15,85.3,1,0
17.69,24,1,0.16,0.01,-7.36,0,1,292,8,0,1,5.7,NA,1,0
17.91,25,1,0.16,0.01,-7.52,0,1,275.5,8,0,1,5.14,NA,1,0
17.112,31,0,0.1,0.01,1.08,4,0,370,9,2,0,5.53,72,0,1
17.726,33,1,0.39,0.01,-0.88,2,1,289,2,1,0,5.73,NA,1,0
17.564,36,0,0.37,0.02,-1.64,3,0,416.5,3,2,0,5.91,NA,1,0
19.664,32,1,0.3,0.01,1.2,1,0,237,3,2,0,5.88,NA,0,0
18.526,29,0,0.16,0.01,-9.24,1,1,497.5,1,0,1,5.22,73,1,1
17.368,23,1,0.16,0.01,-7.32,0,1,369.5,8,0,1,5.1,NA,1,0
20.358,32,1,0.19,0.02,-2.64,1,0,307,2,0,1,5.8,NA,0,0
19.3,32,0,0.39,0.01,1.96,3,0,207,11,0,0,5.9,NA,1,1
18.09,40,1,0.19,0.02,-2.04,1,1,517,3,3,0,5.82,58.9,1,0
18.47,28,1,0.39,0.01,0.64,2,1,272.5,1,2,0,5.46,62.1,1,0
17.636,28,0,0.22,0,-0.68,3,1,497.5,3,1,0,5.42,NA,1,1
19.99,31,1,0.3,0.01,-4.12,0,0,211.5,6,3,1,5.8,NA,1,0
19.588,33,0,0.21,0,-4.68,1,1,516,1,1,0,5.77,NA,1,1
17.626,29,0,0.05,0,-0.92,3,1,440,5,3,0,5.99,NA,1,1
18.112,24,1,0.16,0.01,-8.16,0,1,250,8,0,1,5.47,NA,1,0
17.524,27,0,0.16,0.01,-8.76,3,0,218,7,2,1,5.05,88.3,0,0
18.07,36,1,0.29,0.01,-2.04,0,0,475.5,9,2,0,6.01,NA,1,1
20.368,35,1,0.3,0.01,-0.64,2,0,532.5,1,2,0,5.96,NA,1,1
18.108,29,1,0.27,0.01,0.16,3,0,449.5,3,1,0,6.07,NA,0,0
15.14,40,0,0.03,0,-0.4,4,0,249,9,1,0,6.42,NA,1,0
21.878,26,1,0.38,0.04,-5.68,4,0,621.5,1,1,0,6.22,NA,1,1
16.952,37,0,0.37,0.02,-0.8,0,1,274,5,1,0,5.44,NA,1,0
16.46,29,0,0.37,0.02,-1.76,1,0,353,6,0,0,5.53,76.8,1,1
17.95,23,1,0.16,0.01,-7.36,0,1,405,8,0,1,5.37,NA,1,0
18.282,31,0,0.16,0.01,-9.2,3,1,330.5,3,1,1,5.3,NA,1,0
18.408,34,0,0.13,0.01,-0.36,0,0,565,1,2,0,5.68,NA,1,0
17.556,23,1,0.16,0.01,-7.96,0,1,396.5,8,0,1,5.2,NA,1,0
16.51,35,0,0.37,0.02,0.04,0,0,202.5,2,3,0,5.52,100.8,1,0
19.844,37,0,0.29,0.01,1.12,4,1,332.5,7,0,0,6.26,95.3,1,0
17.524,33,0,0.39,0.01,2.64,4,1,679.5,6,1,0,6.41,NA,1,1
19.868,32,0,0.16,0.01,-10.08,3,1,281.5,6,0,1,5.33,NA,1,0
20.914,32,1,0.22,0,-7.12,1,1,207,11,2,0,5.75,NA,1,0
22.758,34,1,0.16,0.01,-11.92,2,1,369.5,7,2,1,4.99,NA,1,0
18.586,32,1,0.16,0.01,-0.56,0,1,403.5,0,1,0,5.57,NA,0,1
21.12,35,1,0.19,0.02,-0.04,3,1,474.5,6,1,0,5.59,52.7,1,0
17.78,21,1,0.16,0.01,-7.56,0,1,311,8,0,1,5.74,73.4,1,0
19.092,31,0,0.62,0.05,7.4,3,0,490,3,2,0,6.67,NA,1,1
16.2,33,0,0.1,0.01,-0.48,4,0,502.5,3,3,0,5.56,NA,1,1
17.518,24,1,0.16,0.01,-7.32,0,1,359,8,0,1,5.85,NA,1,0
18.878,34,0,0.37,0.02,0.6,0,1,234.5,4,3,0,5.54,NA,1,1
17.664,20,1,0.16,0.01,-8.56,0,1,452,8,0,1,4.94,79.1,1,0
17.364,34,0,0.62,0.05,-3.04,1,0,677,8,0,0,6.26,NA,1,0
17.712,19,1,0.16,0.01,-7.84,0,1,305.5,8,0,1,5.08,NA,1,0
16.006,33,0,0.93,0.04,7.32,1,1,87.5,8,1,0,6.59,NA,1,1
16,37,0,0.21,0,0.28,1,0,535,9,1,0,5.47,NA,1,0
20.518,37,0,0.16,0.01,-11.24,1,1,149,7,1,1,5.11,NA,0,0
16.522,30,1,0.19,0.02,-5,3,0,218.5,0,2,1,5.74,NA,1,1
17.128,27,1,0.21,0,-3.68,2,1,194,1,3,0,5.56,74.7,1,1
17.582,34,0,0.21,0,-1.68,2,1,497.5,0,1,0,5.55,95.1,1,0
16.626,40,0,0.3,0.01,-1.24,2,0,418.5,4,0,0,5.78,NA,1,0
19.886,34,1,0.39,0.01,2.32,0,0,495.5,10,0,0,5.86,NA,1,0
18.612,28,1,0.16,0.01,-10.76,2,1,275,9,2,1,5.23,NA,1,0
16.496,34,0,0.37,0.02,-4.96,0,0,265,6,2,0,5.65,NA,1,1
17.896,26,1,0.16,0.01,-9.08,0,1,340.5,8,0,1,5.39,NA,1,0
18.636,40,0,0.21,0,-0.64,2,1,311.5,5,1,0,5.81,NA,1,0
17.88,29,0,0.39,0.01,-1.24,2,1,482,6,0,0,5.78,NA,1,0
17.95,38,0,0.03,0,-0.04,0,0,419.5,1,3,0,6.35,50.1,0,0
19.194,28,1,0.3,0.01,9.8,0,0,747.5,6,3,0,6.31,55.6,1,1
17.606,28,1,0.39,0.01,-2.44,0,0,525,6,1,0,5.66,85.9,1,1
17.658,36,0,0.39,0.01,0.8,1,0,260,5,3,0,6.06,NA,1,0
17.47,31,1,0.04,0.01,-3.64,4,1,601.5,7,1,0,5.83,56,1,0
16.764,38,0,0.62,0.05,0.48,4,1,511.5,6,0,0,6.27,NA,1,1
17.902,28,0,0.21,0,-4.84,1,0,180,0,3,0,5.6,NA,1,1
17.862,27,1,0.39,0.01,7.72,3,1,712,1,2,0,5.96,NA,1,1
20.298,38,0,0.13,0.01,-2.68,2,0,263,10,0,0,5.77,NA,1,0
16.662,33,0,0.39,0.01,2.76,3,0,782,4,2,0,6.31,77.6,0,1
16.636,27,1,0.62,0.05,-0.84,1,1,142,9,0,0,5.52,NA,1,0
18.076,32,0,0.3,0.01,-1.96,2,0,556,6,1,0,5.72,NA,2,0
17.782,29,0,0.16,0.01,-10.84,1,1,489,0,1,1,5.35,NA,1,0
19.668,36,0,0.14,0,9.88,0,0,221,11,0,0,6.07,NA,1,1
19.536,34,0,0.16,0.01,-10.92,1,0,312.5,6,1,1,5.43,NA,1,0
17.288,32,1,0.22,0,8.96,4,1,347,11,2,0,6.19,NA,1,1
18.208,40,1,0.39,0.01,-1.52,2,1,249.5,6,2,0,5.51,NA,1,0
18.196,30,2,0.93,0.04,25.48,4,0,537.5,5,1,0,6.97,NA,0,1
19.29,32,2,0.16,0.01,1.56,1,1,338.5,2,2,1,6.45,NA,0,0
17.686,30,1,0.29,0.01,6.12,0,0,238.5,5,3,0,5.98,48.5,1,1
18.764,32,1,0.37,0.02,4.96,1,0,395.5,11,0,0,6.7,NA,0,1
17.898,33,0,0.37,0.02,0.32,0,1,478.5,7,1,0,5.97,NA,1,0
16.012,36,1,0.38,0.04,7.48,1,0,249.5,4,0,0,6.39,NA,1,1
17.712,35,1,0.93,0.04,-2.48,3,0,418.5,6,2,0,6.08,NA,1,1
16.9,28,2,0.39,0.01,-6.08,1,1,339,0,1,0,5.52,78,1,1
16.91,39,0,0.29,0.01,-2.76,0,0,615.5,3,1,0,5.77,69.4,1,1
17.7,25,1,0.16,0.01,-8.2,0,1,362,8,0,1,5.82,NA,1,0
17.998,31,1,0.37,0.02,-0.44,0,0,138,4,0,0,5.38,43.6,1,1
26.344,36,2,0.16,0.01,-12.28,1,0,358.5,6,0,1,5.67,NA,1,1
17.48,34,1,0.22,0,-5.6,2,1,138,8,0,0,5.93,56.2,1,0
17.946,24,1,0.16,0.01,-7.84,0,1,211,8,0,1,5.64,NA,1,0
17.754,34,1,0.06,0,-0.12,4,0,665.5,6,1,0,6.23,NA,0,0
19.344,32,1,0.17,0.01,0.4,4,0,751,2,3,0,5.9,47.9,1,0
17.928,26,1,0.16,0.01,-6.48,0,1,232,8,0,1,5.56,NA,1,0
17.62,26,1,0.16,0.01,-7.24,0,1,297.5,8,0,1,5.48,NA,1,0
17.502,26,1,0.16,0.01,-6.64,0,1,365,8,0,1,5.75,52.3,1,0
16.456,41,1,0.39,0.01,0.36,3,1,41.5,9,2,0,6.12,NA,1,1
16.274,36,0,0.29,0.01,-0.88,3,0,431.5,9,2,0,6.33,NA,1,1
17.244,32,0,0.16,0.01,0,3,1,511,7,1,0,6.1,NA,0,0
15.072,42,1,0.37,0.02,4.76,4,0,212.5,5,1,0,6.59,NA,1,1
17.626,34,0,0.3,0.01,-1.48,0,0,149.5,2,2,0,5.68,NA,1,0
18.078,35,0,0.22,0,0.56,4,1,655,11,3,0,6.12,NA,1,1
16.874,28,0,0.39,0.01,2,0,0,267.5,3,2,0,5.65,NA,1,1
17.966,24,1,0.16,0.01,-9.84,0,1,253,8,0,1,5.1,NA,1,0
17.488,34,0,0.3,0.01,0.36,0,0,243.5,2,1,0,5.8,NA,1,0
17.008,36,1,0.3,0.01,-0.76,0,0,375.5,0,3,0,6.01,NA,1,1
19.842,37,1,0.21,0,-10.6,0,1,355.5,10,2,0,6.05,NA,1,0
17.808,25,1,0.16,0.01,-8.56,0,1,331,8,0,1,5.24,87.2,1,0
21.556,30,1,0.21,0,1.04,2,1,344,6,3,0,5.83,NA,1,0
16.596,26,1,0.22,0,0.24,0,1,259.5,9,3,0,5.92,NA,1,0
17.76,27,1,0.3,0.01,11.28,1,0,761.5,0,3,0,5.89,66.7,0,1
19.454,30,1,0.3,0.01,0.68,1,0,590.5,0,1,0,5.71,NA,1,0
19.002,35,0,0.17,0.01,-2.6,2,0,429.5,7,3,0,5.9,NA,1,1
17.816,22,1,0.16,0.01,-7.84,0,1,191,8,0,1,5.38,NA,1,0
16.7,34,0,0.39,0.01,2.68,3,1,314,2,0,0,6.25,81.7,1,1
17.856,23,1,0.16,0.01,-6.8,0,1,315.5,8,0,1,5.24,50.6,1,0
17.358,40,0,0.21,0,-1,1,1,201,7,3,0,5.81,NA,1,0
17.096,29,0,0.21,0,-4.8,1,1,275.5,5,3,0,5.75,NA,1,0
18.626,33,1,0.13,0.01,-2.28,1,0,266,7,1,0,6.12,81.2,2,0
17.746,23,1,0.16,0.01,-7.16,0,1,327,8,0,1,5.21,49.2,1,0
20.866,35,0,0.14,0,-3.72,3,0,366.5,1,0,0,5.4,71.4,0,0
18.83,28,1,0.21,0,-8.08,3,1,500,4,2,0,5.82,43.6,1,1
22.538,40,1,0.29,0.01,-3.8,4,0,309,5,3,0,5.91,NA,1,0
19.7,30,1,0.62,0.05,19.88,2,1,537.5,6,2,0,6.8,65.4,1,0
19.664,35,0,0.16,0.01,-8.4,1,1,751,4,3,1,5.12,NA,1,0
17.87,26,0,0.19,0.02,-1.48,0,0,300,11,1,1,5.7,74.7,0,0
17.032,31,0,0.13,0.01,0.32,4,0,390.5,9,2,0,6.12,NA,1,0
17.168,41,1,0.37,0.02,1.04,0,0,287,8,0,0,6.42,NA,2,1
19.648,34,0,0.19,0.02,-1.16,1,1,309.5,4,2,1,5.64,81.7,0,0
16.824,38,0,0.03,0,0.04,3,0,803,7,0,0,6.46,NA,1,0
16.87,30,1,0.3,0.01,3.2,2,0,646.5,9,1,0,5.65,NA,1,1
20.11,30,1,0.38,0.04,8.48,2,0,564.5,5,1,0,6.36,NA,0,1
18.834,34,1,0.16,0.01,-15.76,2,1,434,4,0,1,5.22,69.3,0,0
24.796,32,1,0.38,0.04,0.56,4,1,567.5,7,3,1,6.46,48.7,1,0
18.2,33,1,0.62,0.05,-2.52,0,0,721,0,0,0,5.5,NA,1,0
18.908,32,1,0.22,0,-1.72,2,1,144.5,1,0,0,5.41,NA,1,0
17.534,20,1,0.16,0.01,-6.4,0,1,223,8,0,1,5.7,58,1,0
18.02,23,1,0.16,0.01,-7.52,0,1,303,8,0,1,5.01,67.2,1,0
16.982,28,0,0.3,0.01,-1.84,3,0,639.5,4,0,0,6.08,NA,2,0
17.582,23,1,0.16,0.01,-8.92,0,1,269.5,8,0,1,5.41,NA,1,0
18.204,29,1,0.16,0.01,-10.28,3,0,544,6,0,1,5.62,53.5,1,0
17.32,28,0,0.22,0,0.52,4,1,247,11,1,0,5.92,74.5,1,1
17.636,27,1,0.16,0.01,-8.48,0,1,363.5,8,0,1,5.33,99.4,1,0
18.086,32,0,0.22,0,-2.44,3,1,195.5,3,2,0,5.65,46.3,1,0
16.984,34,1,0.39,0.01,-2.12,1,0,632.5,10,3,0,5.71,NA,2,1
18.046,27,1,0.16,0.01,-8.24,0,1,347.5,8,0,1,5.36,NA,1,0
17.712,27,1,0.16,0.01,-7.76,0,1,363.5,8,0,1,5.57,NA,1,0
17.56,35,1,0.39,0.01,-3.64,4,1,601.5,9,0,0,6.24,NA,1,1
18.932,34,0,0.16,0.01,-9.76,1,0,535,5,1,1,5.05,69.4,1,0
18.02,25,1,0.16,0.01,-6.96,0,1,351.5,8,0,1,5.14,100.6,1,0
18.366,26,1,0.22,0,-4.44,1,1,499,6,0,0,5.48,88.7,1,0
15.748,37,0,0.62,0.05,0.48,3,1,221.5,1,2,0,5.82,NA,1,0
18.266,31,0,0.39,0.01,-0.92,3,1,205,7,2,0,5.72,NA,1,0
17.8,28,1,0.16,0.01,-9.2,0,1,422.5,8,0,1,5.3,NA,1,0
19.076,31,0,0.16,0.01,-7.12,0,0,318,6,0,1,5.11,NA,1,0
16.782,25,1,0.19,0.02,36,0,0,140.5,4,1,1,6.17,NA,1,1
22.612,33,0,0.3,0.01,-5.52,0,0,307,6,3,0,6.38,NA,0,0
16.32,25,1,0.39,0.01,-2.28,4,1,588,11,1,0,5.63,44.9,1,0
19.534,35,0,0.03,0,-1.8,3,0,325.5,1,0,0,5.99,68.9,0,0
20.272,33,0,0.16,0.01,-12.56,2,0,632,5,3,1,5.65,NA,1,0
17.56,36,0,0.11,0,-1.96,0,0,672,1,1,0,6.11,NA,1,1
15.36,22,1,0.21,0,-2.28,0,0,454.5,5,2,1,5.97,NA,1,1
17.696,26,1,0.16,0.01,-8.32,0,1,361.5,8,0,1,5.29,NA,1,0
16.39,32,0,0.29,0.01,-0.08,1,0,632,5,1,0,6.17,NA,1,1
19.772,29,0,0.62,0.05,-2.68,1,1,227,4,0,0,6.28,NA,1,0
17.906,35,0,0.22,0,-2.88,0,1,294,1,1,0,5.79,NA,1,0
19.06,32,1,0.37,0.02,0.92,3,0,290,8,3,0,5.78,NA,1,1
18.742,26,1,0.16,0.01,-8.28,1,1,766,9,0,1,5.12,NA,0,0
17.444,27,1,0.37,0.02,-2.96,3,1,674.5,10,0,0,6.15,NA,1,1
16.162,34,1,0.93,0.04,-1.08,1,1,306,10,0,0,6.28,NA,1,1
16.132,26,2,0.62,0.05,7.28,1,1,453,3,2,0,6.59,NA,1,1
16.4,26,1,0.05,0,4.28,2,1,280.5,1,3,0,6.43,NA,1,0
17.122,32,0,0.05,0,-5.88,0,1,389,10,3,0,5.65,NA,1,0
17.91,25,1,0.16,0.01,-7.44,0,1,280,8,0,1,5.82,71.9,1,0
19.518,33,1,0.3,0.01,0.24,3,0,529.5,3,2,0,6.07,85.1,0,0
17.302,33,0,0.37,0.02,-0.24,0,0,312,11,3,0,5.21,NA,1,0
23.868,30,2,0.39,0.01,2.4,1,0,237,4,3,0,5.9,79,1,1
16.562,25,0,0.62,0.05,-4.72,1,1,639.5,4,0,0,5.82,NA,1,0
16.636,29,0,0.37,0.02,5.56,1,1,228,1,1,1,5.9,NA,0,0
17.366,27,0,0.05,0,-5.28,0,1,490.5,7,3,1,5.94,NA,1,0
18.322,38,0,0.21,0,-0.2,0,1,353.5,2,1,0,5.25,96.8,2,0
16.754,32,0,0.93,0.04,4.08,4,1,504,11,3,0,6.52,87,1,1
15.876,28,0,0.62,0.05,0.44,1,1,518,7,0,0,6.12,NA,1,0
17.754,22,1,0.16,0.01,-9.16,0,1,256.5,8,0,1,5.48,58.5,1,0
19.598,35,1,0.3,0.01,-1.24,1,0,593.5,4,3,0,6.22,NA,0,0
14.89,33,0,0.19,0.02,-5.4,1,1,241.5,3,1,1,5.42,NA,1,0
20.16,27,1,0.19,0.02,4.28,1,0,505.5,0,1,1,6.31,55.3,1,0
15.874,27,1,0.11,0,0.64,1,1,254,3,1,0,6.07,60.4,1,1
18.104,29,1,0.39,0.01,-0.92,4,1,348,5,2,0,5.93,65.4,1,1
17.012,39,0,0.62,0.05,-1.96,4,0,582,2,0,0,5.87,NA,1,1
22.386,29,1,0.06,0,-0.2,3,0,312.5,10,2,0,5.97,NA,1,0
19.964,37,0,0.38,0.04,-0.4,2,0,333,0,1,0,6.64,NA,1,1
17.514,37,0,0.62,0.05,-3.84,3,0,493,9,3,0,5.74,NA,1,1
17.054,29,2,0.39,0.01,2.32,4,0,159.5,5,3,0,5.85,64,0,1
17.59,26,1,0.16,0.01,-8.28,0,1,221,8,0,1,5.34,57.1,1,0
17.894,24,1,0.16,0.01,-8.64,0,1,291.5,8,0,1,5.28,79.6,1,0
19.802,40,0,0.62,0.05,-1.64,1,0,711,6,1,0,6.02,90.9,1,1
16.73,35,0,0.14,0,-0.52,3,0,562,7,1,0,5.75,67.8,1,0
17.634,34,0,0.22,0,0.28,3,1,194,5,0,0,6.15,92.7,1,0
19.854,36,0,0.06,0,-4.12,2,0,780,11,2,0,5.48,NA,1,0
16.808,28,1,0.39,0.01,-1.04,2,1,632.5,5,1,0,6.12,NA,1,1
17.68,27,0,0.39,0.01,-2.92,2,1,241,6,1,0,5.76,77.8,1,1
19.928,38,1,0.37,0.02,-7.36,4,1,337.5,8,0,0,5.85,NA,1,0
17.786,23,1,0.16,0.01,-7.92,0,1,342,8,0,1,5.19,56.4,1,0
16.96,34,2,0.37,0.02,-2.36,0,1,317.5,0,2,0,6.72,66,0,0
18.694,32,2,0.39,0.01,7.84,0,1,207,8,2,0,6.09,NA,1,0
17.854,25,1,0.37,0.02,0.2,1,1,173.5,5,2,0,5.57,NA,1,1
15.984,30,0,0.19,0.02,-1.16,4,0,286,3,2,1,6.12,NA,1,0
18.012,23,1,0.16,0.01,-6.96,0,1,371,8,0,1,5.43,53.2,1,0
17.032,33,0,0.39,0.01,-0.04,0,1,198,5,3,0,6.26,76.8,1,1
19.34,33,0,0.29,0.01,-1.04,3,0,145.5,3,2,0,6.1,NA,1,1
17.162,40,0,0.27,0.01,0.24,1,0,251,1,2,0,5.46,NA,0,0
17.068,33,0,0.16,0.01,-8.36,3,1,206,7,3,1,5.27,NA,1,1
16.914,28,1,0.62,0.05,-2.72,3,1,168,6,3,0,6.21,53,1,1
18.97,38,0,0.14,0,-2.52,0,0,170.5,0,2,0,6.1,97.6,1,0
16.522,31,0,0.62,0.05,0.52,2,0,324.5,8,2,0,5.95,NA,1,0
22.66,31,1,0.29,0.01,-3.92,4,1,352,3,3,0,6.42,NA,1,0
21.544,29,1,0.16,0.01,-10.2,1,0,329,10,2,1,5.82,NA,0,1
20.198,30,1,0.16,0.01,-5.16,4,0,360.5,9,2,0,5.89,73.7,2,0
19.812,36,0,0.16,0.01,-14.56,2,1,534,2,3,1,4.83,69.6,1,0
19.916,37,0,0.39,0.01,-4.24,0,0,626,11,3,0,6.27,NA,1,0
21.242,33,1,0.38,0.04,-1.08,2,0,443.5,8,2,0,6.11,86.2,0,0
18.454,23,0,0.3,0.01,-2.6,2,0,443,3,0,1,5.8,NA,1,1
17.752,26,1,0.16,0.01,-6.68,0,1,352,8,0,1,5.71,64.1,1,0
18.418,37,0,0.22,0,2.56,4,1,212,7,3,0,5.92,56.4,1,0
17.688,30,1,0.29,0.01,-2.96,0,0,632,3,2,0,5.89,51.5,0,1
17.556,24,1,0.16,0.01,-7.68,0,1,255,8,0,1,5.82,NA,1,0
17.13,33,1,0.3,0.01,7.6,1,0,262,5,2,0,6.06,NA,1,1
18.788,27,1,0.37,0.02,-4.8,0,0,218.5,10,2,0,6.13,NA,1,0
23.15,28,1,0.39,0.01,-5.76,2,0,205.5,1,0,0,5.67,NA,1,0
18.482,33,1,0.93,0.04,-3.4,0,0,285.5,1,3,0,5.68,NA,1,1
20.652,31,1,0.3,0.01,-5.68,4,0,521.5,10,0,1,6.16,NA,1,0
20.286,36,1,0.27,0.01,-4.44,2,0,321,10,1,0,6.06,NA,0,0
18.03,38,0,0.1,0.01,-3.2,4,0,272.5,5,0,0,5.73,62.7,0,0
19.67,30,0,0.62,0.05,-1.32,4,0,523,0,0,0,5.92,NA,1,1
16.294,40,0,0.38,0.04,-3.52,4,1,239.5,3,0,0,5.89,NA,1,0
16.666,31,0,0.19,0.02,-1.68,2,0,577.5,6,1,1,5.73,NA,1,0
17.554,28,0,0.37,0.02,-6.12,3,0,228.5,11,2,1,5.98,62.5,1,0
17.934,26,1,0.16,0.01,-6.96,0,1,372,8,0,1,5.51,76.8,1,0
16.604,36,1,0.62,0.05,3.24,3,1,272,11,3,0,6.32,NA,1,1
20.748,37,0,0.03,0,0.16,2,0,363.5,8,3,0,5.77,NA,1,0
19.766,32,1,0.39,0.01,-4.92,2,1,164,8,2,0,5.55,NA,1,0
18.25,24,1,0.16,0.01,-8.6,4,0,270.5,3,3,1,5.32,NA,2,0
20.042,34,0,0.3,0.01,-6.2,3,0,291,0,0,0,6.33,NA,1,0
23.324,34,1,0.3,0.01,-3,2,0,756.5,7,0,0,5.93,NA,0,1
19.722,33,1,0.13,0.01,-2.68,4,0,528,8,1,0,6.25,70.3,1,0
21.568,35,2,0.19,0.02,-2.2,3,0,305.5,9,3,0,5.79,NA,1,0
18.814,40,0,0.3,0.01,5.52,3,0,550.5,5,3,0,6.3,NA,0,0
17.73,31,0,0.37,0.02,-1.88,4,1,568,4,2,0,5.54,82.6,1,1
19.038,34,0,0.62,0.05,-0.48,0,0,441,1,2,0,5.98,NA,1,0
